short_name,value_eur,player_positions,age,height_cm,weight_kg,overall,pace,shooting,passing,dribbling,defending,physic
J. Lennon,450000.0,CM,24,178,74,61,49.0,52.0,60.0,60.0,59.0,68.0
Wang Ziming,450000.0,ST,25,187,76,61,81.0,58.0,50.0,61.0,32.0,70.0
T. Gallacher,700000.0,LWB,22,177,71,61,70.0,35.0,50.0,59.0,56.0,63.0
Yao Junsheng,400000.0,CM,26,172,65,61,69.0,58.0,63.0,63.0,55.0,61.0
D. Kelly,375000.0,RM,26,183,60,61,78.0,52.0,53.0,61.0,35.0,52.0
G. Carvajal,700000.0,CDM,22,182,81,61,42.0,36.0,55.0,57.0,56.0,71.0
M. Taylor,700000.0,CB,22,195,87,61,60.0,34.0,45.0,45.0,58.0,75.0
C. Shields,475000.0,ST,24,179,80,61,76.0,58.0,56.0,63.0,38.0,63.0
L. Chávez,725000.0,RM,21,170,65,61,67.0,62.0,53.0,67.0,26.0,43.0
T. Schättin,400000.0,LB,25,185,80,61,68.0,38.0,52.0,56.0,56.0,66.0
M. Shabani,525000.0,CAM,23,185,76,61,65.0,54.0,62.0,65.0,35.0,54.0
S. Power,425000.0,RM,24,178,67,61,87.0,52.0,55.0,61.0,30.0,46.0
A. Angulo,425000.0,CB,26,188,80,61,64.0,26.0,37.0,44.0,63.0,67.0
A. Al Khatib,350000.0,CB,27,186,72,61,67.0,26.0,40.0,50.0,60.0,69.0
A. Lewis,450000.0,LWB,22,175,63,61,66.0,39.0,58.0,62.0,57.0,57.0
M. Al Rashidi,700000.0,RB,23,170,68,61,77.0,36.0,48.0,56.0,55.0,61.0
J. Vale,800000.0,ST,21,183,70,61,74.0,59.0,47.0,62.0,26.0,60.0
S. Gussiås,675000.0,ST,22,183,82,61,66.0,61.0,45.0,59.0,24.0,68.0
J. Stroud,400000.0,RM,25,178,73,61,67.0,53.0,56.0,61.0,53.0,65.0
M. Breunig,675000.0,ST,21,193,80,61,65.0,61.0,45.0,61.0,22.0,64.0
M. Dembélé,675000.0,CB,23,186,78,61,41.0,33.0,41.0,52.0,61.0,69.0
H. Kite,500000.0,CM,22,176,64,61,69.0,57.0,58.0,63.0,52.0,56.0
R. Hutchinson,625000.0,LWB,22,177,75,61,72.0,30.0,52.0,59.0,56.0,58.0
M. Karbstein,450000.0,CB,24,190,80,61,65.0,36.0,42.0,47.0,61.0,70.0
S. Sherring,700000.0,CB,22,188,78,61,64.0,29.0,39.0,46.0,61.0,68.0
Park Soo Il,400000.0,LWB,26,174,70,61,66.0,46.0,61.0,63.0,53.0,63.0
B. Radulović,675000.0,ST,22,192,80,61,61.0,60.0,47.0,61.0,27.0,65.0
P. Maghoma,800000.0,CM,21,178,75,61,67.0,54.0,62.0,63.0,53.0,60.0
M. Żukowski,750000.0,RB,20,185,82,61,76.0,53.0,53.0,57.0,54.0,66.0
Y. Yakovenko,325000.0,ST,28,192,86,61,58.0,59.0,45.0,58.0,31.0,74.0
L. Bürger,725000.0,CM,22,181,71,61,64.0,54.0,61.0,64.0,57.0,63.0
S. Karweina,475000.0,CAM,23,173,68,61,74.0,59.0,52.0,66.0,21.0,46.0
C. MacPherson,650000.0,CM,23,173,71,61,70.0,57.0,61.0,62.0,58.0,69.0
J. von Moos,800000.0,RW,21,178,71,61,77.0,59.0,50.0,64.0,25.0,63.0
A. Dia Ndiaye,750000.0,ST,22,186,78,61,74.0,60.0,46.0,61.0,20.0,56.0
E. Celebi,700000.0,LB,22,184,74,61,66.0,30.0,47.0,54.0,58.0,66.0
T. Perry,800000.0,CAM,20,180,72,61,68.0,56.0,59.0,64.0,49.0,57.0
L. Krüger,750000.0,ST,22,190,78,61,77.0,56.0,46.0,59.0,26.0,67.0
S. Bose,350000.0,LB,26,184,77,61,70.0,28.0,41.0,54.0,57.0,78.0
P. Samiec-Talar,800000.0,RM,20,185,78,61,78.0,58.0,53.0,61.0,29.0,58.0
A. Abqar,675000.0,CB,23,188,80,61,40.0,30.0,42.0,47.0,61.0,61.0
J. Marsiglia,675000.0,CB,23,183,77,61,75.0,31.0,48.0,51.0,60.0,69.0
G. Szymusik,625000.0,RB,24,182,78,61,68.0,30.0,47.0,57.0,57.0,64.0
I. Hutchinson,525000.0,CM,22,178,70,61,73.0,59.0,60.0,63.0,54.0,58.0
L. McCarron,775000.0,LWB,21,176,61,61,83.0,53.0,54.0,60.0,51.0,50.0
J. Lankester,725000.0,RM,22,177,65,61,74.0,58.0,57.0,62.0,43.0,57.0
A. Aidonis,700000.0,CB,21,185,85,61,55.0,31.0,41.0,48.0,62.0,61.0
A. Youssef,725000.0,CAM,21,182,74,61,72.0,52.0,56.0,64.0,36.0,57.0
Almerge,775000.0,RB,21,178,69,61,61.0,37.0,54.0,52.0,61.0,58.0
I. El Mizouni,700000.0,CDM,21,185,74,61,66.0,54.0,58.0,62.0,56.0,65.0
A. Skipper,700000.0,CB,22,194,77,61,65.0,31.0,45.0,46.0,60.0,69.0
A. Smith,500000.0,CM,23,185,73,61,75.0,58.0,58.0,64.0,56.0,68.0
Marc Aguado,725000.0,CM,22,178,68,61,67.0,51.0,63.0,63.0,48.0,56.0
G. Dorsey,650000.0,RM,23,183,72,61,70.0,49.0,57.0,60.0,48.0,63.0
M. Sylla,300000.0,CDM,28,189,81,61,65.0,41.0,53.0,56.0,60.0,70.0
D. Collander,800000.0,RW,20,178,70,61,72.0,49.0,57.0,65.0,57.0,69.0
J. Nelson,475000.0,LB,23,177,73,61,60.0,27.0,47.0,58.0,60.0,59.0
E. Holt,425000.0,CB,25,185,84,61,50.0,28.0,45.0,50.0,62.0,68.0
O. Casey,700000.0,CB,21,188,78,61,50.0,27.0,45.0,50.0,63.0,62.0
K. Mouanga,700000.0,CB,21,190,85,61,38.0,31.0,45.0,38.0,62.0,71.0
T. Bradbury,425000.0,CB,24,190,86,61,63.0,34.0,42.0,49.0,60.0,71.0
J. Barreto,750000.0,ST,22,170,71,61,57.0,62.0,47.0,58.0,21.0,58.0
Lee Ji Sol,700000.0,CB,22,185,78,61,61.0,39.0,41.0,40.0,59.0,75.0
V. Gembalies,625000.0,CB,22,187,87,61,79.0,27.0,41.0,47.0,57.0,78.0
Mikel Carro,525000.0,CM,23,178,75,61,50.0,52.0,60.0,59.0,61.0,59.0
Ș. Blănaru,210000.0,ST,33,182,74,61,73.0,59.0,56.0,59.0,24.0,64.0
C. Casap,525000.0,CM,23,179,73,61,71.0,60.0,61.0,65.0,45.0,65.0
S. Hilton,800000.0,CAM,21,165,57,61,74.0,55.0,56.0,65.0,41.0,44.0
D. Borrero,800000.0,RM,20,179,67,61,73.0,55.0,55.0,65.0,21.0,59.0
R. Horj,425000.0,CB,26,189,81,61,58.0,29.0,46.0,45.0,60.0,69.0
M. Skrzypczak,700000.0,CB,21,186,77,61,53.0,34.0,46.0,41.0,60.0,74.0
C. Tucaliuc,525000.0,CAM,22,170,60,61,67.0,57.0,55.0,66.0,24.0,50.0
S. Grubač,675000.0,ST,22,190,80,61,45.0,61.0,46.0,53.0,30.0,63.0
T. Tormin,800000.0,RM,21,177,67,61,83.0,55.0,52.0,64.0,27.0,52.0
S. Ogie,675000.0,CB,20,183,78,61,75.0,36.0,47.0,51.0,59.0,71.0
G. Mogensen,750000.0,ST,21,190,78,61,69.0,61.0,48.0,58.0,23.0,62.0
O. Erdogan,675000.0,CB,23,185,78,61,60.0,35.0,49.0,39.0,61.0,67.0
M. Franzke,725000.0,RW,23,184,71,61,76.0,51.0,56.0,64.0,27.0,58.0
S. Tengstedt,750000.0,ST,22,187,82,61,76.0,58.0,53.0,62.0,21.0,61.0
A. Ioniță,475000.0,LB,22,178,65,61,84.0,31.0,50.0,57.0,54.0,57.0
C. Cherchez,275000.0,CF,31,178,71,61,54.0,64.0,60.0,60.0,31.0,46.0
C. Dumitru,800000.0,LW,20,173,70,61,75.0,57.0,53.0,65.0,40.0,52.0
S. Silvera,800000.0,CAM,21,173,69,61,69.0,54.0,51.0,64.0,29.0,45.0
H. Holgate,475000.0,CB,22,186,72,61,61.0,24.0,39.0,47.0,60.0,69.0
Fábio Tavares,800000.0,ST,21,180,70,61,86.0,61.0,48.0,61.0,26.0,56.0
K. Joseph,800000.0,ST,20,185,73,61,75.0,60.0,46.0,61.0,22.0,56.0
J. Armer,700000.0,LWB,21,185,74,61,69.0,33.0,50.0,55.0,56.0,66.0
S. McKinstry,850000.0,RM,19,179,68,61,71.0,51.0,56.0,62.0,38.0,50.0
W. Kamiński,700000.0,CB,21,187,85,61,59.0,42.0,50.0,53.0,60.0,72.0
A. Konaté,800000.0,CAM,21,179,66,61,70.0,54.0,55.0,67.0,29.0,46.0
P. Osew,625000.0,LWB,21,168,68,61,82.0,45.0,52.0,62.0,55.0,59.0
A. Sagna,725000.0,RM,23,172,70,61,81.0,59.0,44.0,68.0,35.0,43.0
D. Klann,475000.0,CDM,23,178,72,61,64.0,35.0,49.0,55.0,60.0,68.0
F. Borța,475000.0,RWB,23,175,73,61,78.0,35.0,47.0,57.0,57.0,62.0
T. Chukwuani,775000.0,CM,19,187,64,61,68.0,55.0,58.0,65.0,54.0,62.0
S. Van Dessel,725000.0,CM,20,162,57,61,70.0,43.0,62.0,66.0,54.0,53.0
M. Sitti,700000.0,CDM,22,182,73,61,57.0,47.0,58.0,60.0,58.0,64.0
A. Paluszek,700000.0,CB,21,194,81,61,51.0,27.0,36.0,40.0,61.0,70.0
Park Dae Won,675000.0,CB,24,178,76,61,71.0,46.0,57.0,57.0,60.0,64.0
A. Candela,700000.0,RB,22,185,79,61,77.0,43.0,52.0,57.0,58.0,61.0
S. Șerban,700000.0,LB,22,179,64,61,77.0,43.0,52.0,59.0,54.0,60.0
F. Waleed,675000.0,CDM,23,176,65,61,67.0,44.0,52.0,56.0,57.0,71.0
F. Szymczak,800000.0,ST,20,187,84,61,74.0,60.0,43.0,62.0,20.0,59.0
M. Wędrychowski,800000.0,RM,20,171,69,61,78.0,49.0,53.0,69.0,27.0,44.0
A. Pawlak,675000.0,RB,20,178,70,61,69.0,42.0,58.0,52.0,58.0,51.0
H. Ali,675000.0,RWB,20,180,65,61,73.0,34.0,49.0,59.0,58.0,58.0
S. Camara,500000.0,ST,24,183,70,61,83.0,55.0,48.0,61.0,42.0,71.0
M. Whittaker,800000.0,RW,21,183,69,61,72.0,61.0,51.0,64.0,37.0,57.0
A. Fiordaliso,700000.0,RB,23,184,73,61,74.0,32.0,44.0,60.0,58.0,61.0
T. White,425000.0,CM,25,178,74,61,63.0,53.0,58.0,62.0,57.0,68.0
H. Kyprianou,725000.0,CM,21,189,82,61,65.0,52.0,55.0,60.0,58.0,68.0
G. Materan,500000.0,RM,24,177,64,61,67.0,49.0,53.0,62.0,28.0,45.0
J. Evan's,725000.0,LM,23,180,70,61,70.0,45.0,57.0,63.0,47.0,52.0
Z. Swanson,700000.0,RB,21,189,77,61,61.0,44.0,57.0,56.0,58.0,59.0
Leandro Fernandes,675000.0,CM,22,176,72,61,71.0,52.0,60.0,67.0,53.0,64.0
E. Hustad,450000.0,ST,25,192,83,61,57.0,60.0,49.0,58.0,28.0,72.0
E. Bonds,700000.0,CDM,22,188,74,61,65.0,49.0,57.0,58.0,57.0,72.0
K. Yengi,475000.0,ST,23,189,90,61,87.0,57.0,49.0,62.0,33.0,75.0
A. Yahya,800000.0,RM,21,171,60,61,83.0,54.0,52.0,63.0,31.0,53.0
D. Savić,725000.0,LM,21,173,69,61,74.0,59.0,54.0,66.0,29.0,45.0
D. Rivas,675000.0,LB,20,177,78,61,73.0,23.0,46.0,48.0,58.0,50.0
J. Quintero,700000.0,CB,21,189,92,61,59.0,30.0,42.0,41.0,60.0,70.0
L. Colmenarez,170000.0,RB,33,176,79,61,75.0,36.0,50.0,57.0,53.0,52.0
J. Ramírez,800000.0,RM,21,169,60,61,68.0,54.0,56.0,62.0,27.0,53.0
S. Robertson,775000.0,CM,20,172,64,61,71.0,54.0,59.0,65.0,56.0,60.0
S. Abdulai,675000.0,CDM,23,185,77,61,59.0,42.0,60.0,58.0,59.0,54.0
D. Krezic,350000.0,LB,26,186,71,61,71.0,52.0,57.0,60.0,55.0,60.0
L. Egloff,850000.0,CAM,19,182,81,61,67.0,52.0,58.0,65.0,33.0,55.0
P. Ba,475000.0,ST,24,187,72,61,57.0,60.0,42.0,59.0,25.0,66.0
P. Ayala,375000.0,CM,27,177,76,61,61.0,48.0,60.0,61.0,59.0,57.0
F. Bareiro,750000.0,ST,22,190,91,61,51.0,65.0,50.0,61.0,18.0,55.0
C. Saydee,725000.0,ST,20,184,78,61,75.0,59.0,48.0,59.0,22.0,65.0
L. Casiani,675000.0,RB,20,181,73,61,73.0,28.0,48.0,49.0,55.0,59.0
T. Tamas,775000.0,LB,21,178,68,61,65.0,37.0,42.0,60.0,60.0,54.0
V. Morar,325000.0,ST,28,185,78,61,68.0,62.0,44.0,60.0,23.0,62.0
Kim Min Jun,800000.0,RM,22,183,78,61,73.0,55.0,57.0,61.0,28.0,62.0
A. Bernhardsson,525000.0,RW,23,185,73,61,80.0,53.0,58.0,60.0,44.0,59.0
G. Vagiannidis,750000.0,RB,20,181,68,61,74.0,41.0,52.0,51.0,57.0,54.0
E. Lastre,700000.0,RB,22,177,73,61,76.0,35.0,50.0,54.0,55.0,60.0
J. de Vries,800000.0,RW,20,178,66,61,82.0,57.0,58.0,61.0,26.0,51.0
N. Al Sharari,375000.0,CB,26,184,80,61,69.0,25.0,43.0,42.0,60.0,70.0
L. Sánchez,525000.0,CM,24,180,72,61,66.0,57.0,56.0,62.0,59.0,64.0
Pablo Pérez,750000.0,LB,20,170,65,61,61.0,35.0,52.0,55.0,57.0,56.0
G. Sánchez,750000.0,ST,22,182,72,61,59.0,61.0,45.0,61.0,23.0,62.0
N. Collins,1000000.0,CB,18,191,84,61,85.0,25.0,40.0,48.0,59.0,67.0
F. Clarke,775000.0,CAM,19,180,73,61,71.0,48.0,56.0,64.0,31.0,50.0
J. Romero,775000.0,ST,19,176,73,61,59.0,65.0,44.0,62.0,21.0,48.0
L. Chalmers,725000.0,RW,22,175,68,61,77.0,55.0,56.0,63.0,20.0,51.0
A. Sylla,625000.0,CB,22,180,75,61,69.0,31.0,47.0,45.0,61.0,65.0
J. Breum,825000.0,RW,18,173,69,61,73.0,55.0,53.0,63.0,34.0,53.0
A. Kamardin,425000.0,CB,20,183,72,61,67.0,29.0,41.0,43.0,63.0,60.0
O. Babuscu,700000.0,CAM,18,176,67,61,65.0,62.0,60.0,65.0,28.0,52.0
E. Depussay,725000.0,CM,20,177,71,61,60.0,41.0,61.0,62.0,63.0,60.0
J. Roche,700000.0,CB,21,190,85,61,69.0,43.0,57.0,57.0,59.0,69.0
J. Hawkins,800000.0,RW,21,177,73,61,83.0,46.0,53.0,65.0,24.0,40.0
N. Hug,475000.0,LWB,23,170,68,61,69.0,39.0,55.0,63.0,55.0,57.0
U. Bertelli,750000.0,CM,18,168,62,61,53.0,53.0,60.0,62.0,53.0,55.0
L. Jastremski,750000.0,ST,21,190,79,61,59.0,63.0,40.0,56.0,19.0,61.0
S. Doucouré,800000.0,ST,20,193,75,61,53.0,58.0,46.0,56.0,23.0,68.0
A. Hausch,850000.0,ST,19,175,65,61,80.0,61.0,53.0,65.0,29.0,47.0
M. Ramusović,625000.0,CDM,21,184,79,61,59.0,48.0,57.0,59.0,59.0,63.0
Marco Camus,800000.0,LM,20,183,73,61,70.0,54.0,58.0,62.0,32.0,51.0
S. Tijani,750000.0,CDM,20,175,63,61,70.0,42.0,60.0,63.0,59.0,60.0
B. Nsimba,675000.0,ST,22,181,78,61,89.0,60.0,53.0,66.0,31.0,57.0
Y. Ayari,825000.0,CM,18,172,69,61,70.0,51.0,60.0,65.0,49.0,58.0
S. Benchamma,700000.0,CDM,22,185,71,61,72.0,54.0,59.0,64.0,59.0,62.0
C. Alexander,325000.0,RB,27,173,70,61,71.0,48.0,55.0,60.0,57.0,65.0
S. Mvoué,850000.0,CM,20,185,73,61,62.0,56.0,58.0,64.0,53.0,67.0
S. Mohamed,725000.0,CAM,22,177,68,61,58.0,58.0,55.0,64.0,38.0,59.0
I. Burnea,300000.0,LWB,29,181,77,61,62.0,35.0,56.0,45.0,62.0,63.0
L. Gordon,625000.0,LWB,23,183,75,61,82.0,38.0,49.0,61.0,53.0,64.0
D. Isac,725000.0,CM,21,180,70,61,71.0,52.0,56.0,60.0,54.0,66.0
Ł. Zjawiński,800000.0,ST,20,189,83,61,72.0,60.0,45.0,59.0,20.0,70.0
L. Wouters,475000.0,LWB,23,183,78,61,61.0,37.0,47.0,55.0,62.0,65.0
W. Kamanzi,700000.0,RWB,21,177,70,61,77.0,48.0,52.0,61.0,55.0,62.0
G. Tanco,700000.0,CB,22,181,74,61,59.0,34.0,43.0,49.0,62.0,61.0
G. Mensah,625000.0,RWB,21,183,79,61,75.0,32.0,46.0,53.0,60.0,72.0
M. Szpakowski,725000.0,CM,20,182,69,61,67.0,51.0,61.0,61.0,54.0,63.0
N. Monzango,700000.0,CB,21,184,72,61,60.0,28.0,42.0,48.0,63.0,55.0
C. Terho,775000.0,RW,19,181,70,61,72.0,58.0,56.0,62.0,25.0,50.0
A. Odubeko,850000.0,ST,19,182,72,61,73.0,60.0,45.0,57.0,23.0,61.0
B. Bjarkason,725000.0,LW,22,180,68,61,64.0,54.0,61.0,63.0,33.0,50.0
Benny,775000.0,CDM,21,189,64,61,56.0,43.0,57.0,57.0,57.0,65.0
E. Bristow,675000.0,LB,20,188,68,61,82.0,38.0,53.0,57.0,54.0,63.0
D. Kruse,775000.0,CM,20,185,80,61,58.0,58.0,62.0,60.0,52.0,56.0
B. Scholte,725000.0,CAM,20,185,79,61,53.0,58.0,60.0,64.0,41.0,62.0
L. Sulzbacher,700000.0,RB,22,171,63,61,75.0,34.0,49.0,57.0,55.0,66.0
F. Valencia,675000.0,CDM,20,192,78,61,65.0,33.0,49.0,56.0,59.0,72.0
T. Zaal,775000.0,CB,18,184,75,61,59.0,31.0,54.0,60.0,60.0,54.0
E. Batalla,800000.0,RW,21,171,73,61,78.0,55.0,52.0,61.0,28.0,51.0
G. Bentil,750000.0,ST,21,185,73,61,75.0,62.0,47.0,56.0,20.0,64.0
E. Mahmoud,800000.0,LM,21,177,68,61,75.0,44.0,53.0,67.0,31.0,55.0
S. Cissé,325000.0,CM,30,172,70,61,62.0,51.0,56.0,61.0,60.0,77.0
S. Oulad M'Hand,825000.0,CM,18,177,70,61,65.0,57.0,62.0,64.0,51.0,52.0
A. Sotona,775000.0,LM,19,179,63,61,89.0,55.0,51.0,64.0,28.0,48.0
L. Qamili,500000.0,ST,24,191,74,61,71.0,58.0,53.0,62.0,28.0,59.0
B. M'Bondo,675000.0,CB,20,184,75,61,58.0,27.0,52.0,50.0,61.0,69.0
J. Wosz,700000.0,CM,19,173,75,61,66.0,54.0,59.0,70.0,49.0,49.0
J. Tugbenyo,675000.0,CB,20,187,81,61,67.0,32.0,53.0,56.0,60.0,62.0
R. Priso,725000.0,CDM,19,175,80,61,63.0,39.0,52.0,58.0,60.0,66.0
E. Gedikli,775000.0,ST,19,187,84,61,61.0,61.0,50.0,58.0,24.0,54.0
J. Ideho,825000.0,LM,18,175,70,61,78.0,52.0,56.0,65.0,34.0,48.0
T. Nakai,1000000.0,CAM,18,178,68,61,58.0,50.0,59.0,66.0,31.0,47.0
L. González,650000.0,CAM,23,174,66,61,63.0,60.0,59.0,60.0,35.0,45.0
E. Dueñas,725000.0,CAM,21,180,71,61,63.0,61.0,56.0,63.0,22.0,49.0
David Argüelles,750000.0,LB,20,175,71,61,80.0,37.0,44.0,58.0,57.0,52.0
M. Sangaré,500000.0,ST,23,195,80,61,69.0,59.0,48.0,57.0,24.0,65.0
C. Lucumí,750000.0,ST,22,188,89,61,69.0,65.0,40.0,51.0,18.0,63.0
J. Hettwer,725000.0,ST,19,184,72,61,87.0,60.0,49.0,62.0,31.0,60.0
Dylan Perera,775000.0,CAM,19,173,64,61,69.0,56.0,60.0,68.0,48.0,47.0
J. Moreno,725000.0,RM,21,184,79,61,74.0,50.0,54.0,61.0,50.0,58.0
J. Tchamadeu,650000.0,RB,18,180,72,61,78.0,44.0,53.0,61.0,55.0,66.0
R. Ibarra,700000.0,CDM,22,177,70,61,70.0,55.0,61.0,61.0,59.0,62.0
B. Viunnyk,875000.0,ST,20,178,75,61,73.0,59.0,51.0,53.0,30.0,61.0
T. Civeja,775000.0,CM,20,180,74,61,59.0,45.0,60.0,63.0,49.0,59.0
G. Fatecha,525000.0,CM,24,174,65,61,64.0,58.0,59.0,58.0,49.0,56.0
D. Martínez,725000.0,LM,22,169,66,61,72.0,63.0,55.0,59.0,22.0,48.0
T. Segovia,775000.0,CM,19,179,73,61,67.0,53.0,60.0,64.0,47.0,57.0
J. Orozco,750000.0,ST,21,180,80,61,66.0,61.0,45.0,59.0,26.0,61.0
S. Pabón,750000.0,CB,20,179,75,61,65.0,42.0,47.0,57.0,61.0,62.0
M. Bouchouari,700000.0,RB,21,170,61,61,77.0,44.0,49.0,69.0,54.0,57.0
A. Olusanya,750000.0,ST,22,183,76,61,71.0,59.0,49.0,61.0,20.0,59.0
P. Nwadike,450000.0,CB,23,190,87,61,59.0,36.0,48.0,53.0,58.0,72.0
N. Shamoun,775000.0,CF,19,174,62,61,77.0,54.0,56.0,69.0,38.0,51.0
S. Ibrahim,725000.0,ST,19,168,79,61,85.0,59.0,53.0,60.0,23.0,60.0
L. Montero,725000.0,RM,22,175,70,61,68.0,57.0,57.0,65.0,23.0,41.0
T. Ángel,850000.0,ST,19,174,69,61,78.0,59.0,55.0,60.0,18.0,57.0
Lee Kang Hyeon,625000.0,CDM,23,181,76,61,62.0,39.0,50.0,55.0,58.0,72.0
M. Natta,650000.0,CB,19,175,70,61,76.0,30.0,47.0,58.0,60.0,70.0
J. Haliti,400000.0,CB,25,188,77,61,90.0,30.0,45.0,53.0,61.0,68.0
C. Hayes,700000.0,LW,19,170,73,61,79.0,53.0,52.0,65.0,26.0,41.0
A. Mabika,600000.0,CB,23,198,97,61,61.0,32.0,39.0,41.0,59.0,72.0
A. Pressley,800000.0,ST,20,189,75,61,70.0,59.0,44.0,58.0,23.0,68.0
D. Ndure,625000.0,RB,22,177,74,61,72.0,45.0,53.0,62.0,55.0,57.0
N. Zografakis,725000.0,LW,22,176,76,61,69.0,57.0,60.0,63.0,31.0,51.0
M. Kosidis,800000.0,ST,20,191,89,61,66.0,62.0,47.0,58.0,23.0,65.0
C. Abastoflor,850000.0,LM,20,170,61,61,75.0,57.0,56.0,61.0,40.0,49.0
A. Bjarnason,350000.0,RW,26,173,70,61,76.0,55.0,57.0,62.0,42.0,53.0
R. Ascone,750000.0,CM,18,180,67,61,66.0,47.0,59.0,66.0,50.0,51.0
S. Vargas,725000.0,LM,20,175,71,61,72.0,40.0,57.0,63.0,58.0,46.0
S. Adjei,325000.0,ST,28,192,89,61,54.0,62.0,46.0,56.0,25.0,71.0
Lee Tae Suk,750000.0,LB,19,174,70,61,68.0,33.0,55.0,63.0,54.0,55.0
V. Conelli,775000.0,ST,19,179,72,61,76.0,59.0,39.0,60.0,20.0,56.0
F. Genç,700000.0,LB,22,180,78,61,67.0,42.0,43.0,58.0,60.0,59.0
L. Richardson,775000.0,ST,19,179,70,61,66.0,60.0,47.0,63.0,26.0,53.0
J. van Mullem,675000.0,CDM,23,184,75,61,63.0,30.0,47.0,49.0,64.0,63.0
J. Barinaga,725000.0,CM,22,166,70,61,68.0,55.0,61.0,64.0,52.0,46.0
S. Sabetkar,375000.0,CB,27,187,81,61,51.0,26.0,40.0,38.0,59.0,71.0
J. Ramírez,625000.0,CDM,22,174,73,61,65.0,57.0,56.0,62.0,58.0,62.0
B. Sánchez,325000.0,LM,29,175,70,61,64.0,62.0,57.0,63.0,29.0,51.0
A. Wahib,700000.0,LB,22,177,68,61,71.0,38.0,52.0,61.0,55.0,63.0
I. Kričak,400000.0,CB,25,182,77,61,58.0,23.0,39.0,44.0,62.0,65.0
V. Kongsro,625000.0,LWB,23,183,73,61,74.0,35.0,51.0,57.0,55.0,61.0
T. Bloxham,825000.0,ST,18,195,82,61,75.0,60.0,52.0,61.0,27.0,67.0
L. Günther,850000.0,RM,19,183,75,61,69.0,60.0,52.0,65.0,22.0,58.0
A. Mörfelt,525000.0,RW,22,179,70,61,67.0,53.0,57.0,65.0,41.0,51.0
W. Kokolo,700000.0,LWB,22,181,82,61,72.0,34.0,48.0,59.0,58.0,64.0
N. Ngoy,750000.0,RB,19,183,74,61,75.0,27.0,43.0,47.0,59.0,69.0
A. Calut,750000.0,LB,19,180,66,61,72.0,29.0,52.0,61.0,55.0,60.0
M. Winkler,775000.0,ST,19,183,70,61,63.0,62.0,47.0,63.0,24.0,54.0
M. Gómez,850000.0,CM,20,174,76,61,62.0,48.0,53.0,60.0,61.0,61.0
A. Roncaglia,625000.0,CDM,22,180,70,61,48.0,38.0,53.0,59.0,61.0,66.0
M. Diongue,275000.0,CDM,30,179,66,61,60.0,64.0,58.0,63.0,58.0,60.0
F. Winther,725000.0,CM,22,185,75,61,71.0,50.0,58.0,62.0,58.0,71.0
H. Al Jubairi,275000.0,CB,30,179,72,61,62.0,23.0,49.0,50.0,59.0,67.0
M. Al Shammari,700000.0,LB,21,170,69,61,69.0,28.0,50.0,57.0,57.0,62.0
P. Treu,525000.0,RM,21,172,68,61,69.0,34.0,57.0,64.0,53.0,54.0
M. Camara,750000.0,ST,21,186,71,61,62.0,60.0,49.0,59.0,25.0,61.0
C. Calzadilla,800000.0,RM,20,181,72,61,76.0,49.0,54.0,63.0,28.0,54.0
J. Iredale,750000.0,ST,22,188,86,61,55.0,62.0,45.0,59.0,21.0,62.0
A. Nilsson,775000.0,CM,19,178,72,61,66.0,43.0,56.0,62.0,51.0,54.0
A. Ementa,800000.0,ST,20,202,82,61,64.0,59.0,48.0,57.0,25.0,74.0
G. Gürpüz,850000.0,CAM,19,176,68,61,65.0,44.0,60.0,68.0,44.0,45.0
J. Turi,675000.0,CB,20,187,86,61,56.0,33.0,42.0,40.0,60.0,73.0
L. Breunig,725000.0,LB,18,188,74,61,69.0,26.0,50.0,48.0,62.0,58.0
L. Münst,775000.0,CM,20,183,76,61,61.0,52.0,61.0,61.0,54.0,53.0
O. Pohlmann,725000.0,LM,21,183,80,61,71.0,54.0,57.0,64.0,30.0,61.0
A. Ranacher,525000.0,RM,23,175,69,61,78.0,49.0,56.0,58.0,53.0,61.0
T. Leigh,725000.0,CM,22,185,75,61,66.0,57.0,59.0,62.0,56.0,64.0
P. Sciortino,650000.0,CDM,18,177,70,61,49.0,42.0,54.0,53.0,61.0,58.0
E. Gebreyesus,750000.0,RW,18,187,71,61,70.0,59.0,53.0,65.0,27.0,46.0
G. Balzi,775000.0,CM,20,175,64,61,67.0,53.0,60.0,64.0,51.0,59.0
S. Mischitz,725000.0,RWB,18,175,60,61,68.0,45.0,52.0,61.0,56.0,50.0
G. Manvelyan,725000.0,CAM,20,180,68,61,71.0,59.0,60.0,66.0,32.0,32.0
G. Amanda,500000.0,ST,23,178,76,61,72.0,60.0,49.0,60.0,20.0,59.0
C. Lang,725000.0,CAM,20,178,71,61,71.0,60.0,58.0,62.0,33.0,56.0
K. Matuszewski,675000.0,LWB,20,182,76,61,78.0,27.0,49.0,51.0,56.0,61.0
Álex Rico,750000.0,CDM,20,171,62,61,62.0,51.0,63.0,64.0,55.0,48.0
S. Baş,300000.0,RB,28,180,74,61,76.0,58.0,53.0,64.0,55.0,57.0
L. Delpech,700000.0,CM,19,178,68,61,61.0,52.0,56.0,63.0,51.0,53.0
A. Benyahia-Tani,825000.0,ST,16,175,70,61,61.0,63.0,48.0,64.0,23.0,37.0
